2.801381265663076192e+02,4.629885414303847710e+02
0.000000000000000000e+00,1.525996139556548314e+03
0.000000000000000000e+00,9.862932831438839809e-01
2.806292706541717052e+02,4.779630125027615009e+02
0.000000000000000000e+00,1.525996016086580994e+03
0.000000000000000000e+00,9.392199337567137540e-01
2.800543893533176742e+02,4.532108195192348603e+02
0.000000000000000000e+00,1.525996173906592730e+03
0.000000000000000000e+00,9.887121992668544967e-01
2.810399657860398293e+02,4.711954065763604831e+02
0.000000000000000000e+00,1.525996114834688115e+03
0.000000000000000000e+00,9.784569592057130727e-01
2.800869704881915823e+02,4.578573827436695183e+02
0.000000000000000000e+00,1.525996099890603091e+03
0.000000000000000000e+00,9.788612115232295796e-01
3.819036639878068513e+02,4.998545897006988525e+02
3.478509724275489212e+00,6.038650185293572576e+03
3.791575527936220169e+02,4.999959009885787964e+02
2.230191209817959375e-01,5.035905941597581659e+03
3.761677331849932671e+02,4.999438148736953735e+02
1.067298626502346748e+00,7.078816132589556219e+03
3.775049224601389142e+02,4.998307704925537109e+02
1.975888354114949452e+00,6.530507474386047761e+03
2.801381265663076192e+02,4.640612605921341469e+02
0.000000000000000000e+00,1.525996069522559310e+03
0.000000000000000000e+00,9.866690852279424995e-01
2.806292706541717052e+02,4.893564474587917630e+02
0.000000000000000000e+00,1.525995723129625503e+03
0.000000000000000000e+00,9.416113321025346705e-01
2.800543893533176742e+02,4.543271275653845578e+02
0.000000000000000000e+00,1.525996223470465793e+03
0.000000000000000000e+00,9.889745291701669272e-01
2.810399657860398293e+02,4.793233783033604141e+02
0.000000000000000000e+00,1.525996162267979798e+03
0.000000000000000000e+00,9.789758964632164773e-01
2.800869704881915823e+02,4.581905473214859512e+02
0.000000000000000000e+00,1.525996129172734300e+03
0.000000000000000000e+00,9.798841206693760242e-01
3.819036639878068513e+02,4.998545897006988525e+02
7.130311994301987699e-01,6.079346271907289520e+03
3.791575527936220169e+02,4.999959009885787964e+02
7.513744571912409076e-02,5.120234362123719620e+03
3.761677331849932671e+02,4.999438148736953735e+02
1.456575989599855903e-01,6.803157026225227128e+03
3.775049224601389142e+02,4.998307704925537109e+02
1.615472612205930414e-01,6.496591557944127089e+03
2.801381265663076192e+02,4.685753611501365299e+02
0.000000000000000000e+00,1.525996066515989469e+03
0.000000000000000000e+00,9.870126509852006347e-01
2.806292706541717052e+02,4.901879947670847741e+02
0.000000000000000000e+00,1.525995636378410381e+03
0.000000000000000000e+00,9.439263794290252418e-01
2.800543893533176742e+02,4.550949204256748430e+02
0.000000000000000000e+00,1.525995826994301297e+03
0.000000000000000000e+00,9.892912927814577762e-01
2.810399657860398293e+02,4.797370302411031844e+02
0.000000000000000000e+00,1.525996179989322627e+03
0.000000000000000000e+00,9.795412919909167737e-01
2.800869704881915823e+02,4.620105529345480591e+02
0.000000000000000000e+00,1.525996133389994611e+03
0.000000000000000000e+00,9.807955941074961714e-01
3.819036639878068513e+02,4.998545897006988525e+02
6.354861811012644246e-01,6.096802743765390915e+03
3.791575527936220169e+02,4.999959009885787964e+02
1.663258551647535388e-01,5.239078443274551319e+03
3.761677331849932671e+02,4.999438148736953735e+02
2.811749902185185779e-02,6.598769278315560769e+03
3.775049224601389142e+02,4.998307704925537109e+02
5.799285996380809660e-01,6.557285347548125173e+03
2.801381265663076192e+02,4.716639195191604017e+02
0.000000000000000000e+00,1.525995860349921713e+03
0.000000000000000000e+00,9.873306326799193844e-01
2.806292706541717052e+02,4.901956980919240436e+02
0.000000000000000000e+00,1.525995476888451321e+03
0.000000000000000000e+00,9.467345576753189995e-01
2.800543893533176742e+02,4.552336639782229213e+02
0.000000000000000000e+00,1.525995798635620986e+03
0.000000000000000000e+00,9.896377072332012137e-01
2.810399657860398293e+02,4.796510140355226213e+02
0.000000000000000000e+00,1.524808831360772501e+03
0.000000000000000000e+00,9.800740284212872133e-01
2.800869704881915823e+02,4.658190618822700344e+02
0.000000000000000000e+00,1.525996131969730186e+03
0.000000000000000000e+00,9.816172537918851360e-01
3.819036639878068513e+02,4.998545897006988525e+02
5.807004884109676635e-01,6.066082987395006967e+03
3.791575527936220169e+02,4.999959009885787964e+02
8.689889638274836403e-02,5.336936970899907465e+03
3.761677331849932671e+02,4.999438148736953735e+02
2.590315709399125810e-01,6.425513321295970854e+03
3.775049224601389142e+02,4.998307704925537109e+02
5.452738776567012460e-03,6.604275486546839602e+03
